1,9.043683E-12,2.326809E-11,1.110223E-16,9.04E-12,1.00E+00,2.39237E-10,2.220446E-16,2.32681E-11,2.39E-10,0.9999999,-2.220446E-16
0.9990498,-0.00164978,0.04355194,0.05154656,0.001760423,0.9999953,-0.002502237,-0.02424883,-0.0435476,0.002576529,0.999048,1.000725
0.9960495,-0.005367949,0.08863831,0.1464632,0.006010224,0.9999575,-0.006980718,-0.05051622,-0.08859707,0.007485875,0.9960394,1.995659
0.9909271,-0.005886878,0.1342721,0.2879204,0.007448178,0.9999103,-0.01112852,-0.07903059,-0.1341946,0.01202763,0.990882,2.986691
0.9836222,-0.003565066,0.1802072,0.4657503,0.006172884,0.9998841,-0.0139125,-0.1102928,-0.1801368,0.01479704,0.9835302,3.963845
0.9740479,-0.006173619,0.2262579,0.6971645,0.009486835,0.999863,-0.01355912,-0.143877,-0.2261432,0.0153537,0.973973,4.934639
0.9624212,-0.007368625,0.2714613,0.9715689,0.01164015,0.9998324,-0.01412847,-0.1802237,-0.2713117,0.01675739,0.9623456,5.887651
0.9488374,-0.009693544,0.3156164,1.288079,0.01587616,0.999729,-0.01702376,-0.2184877,-0.3153658,0.02116355,0.9487341,6.826202
0.9336202,-0.01263857,0.3580415,1.651331,0.02080461,0.9996037,-0.01896441,-0.254729,-0.3576599,0.02515446,0.933513,7.743952
0.9161945,-0.01228394,0.4005456,2.050498,0.02177648,0.9995793,-0.01915567,-0.2919528,-0.4001417,0.02627278,0.9160765,8.64624
0.8965559,-0.01307765,0.4427376,2.488685,0.0234179,0.9995655,-0.01789659,-0.3309237,-0.4423112,0.02641328,0.8964725,9.527392
0.8745113,-0.01351429,0.4848168,2.966292,0.02447754,0.9995676,-0.01628953,-0.3697385,-0.484387,0.02611249,0.874464,10.38417
0.8503691,-0.01348162,0.5260139,3.483068,0.02517723,0.9995692,-0.01508348,-0.4086031,-0.5255839,0.0260701,0.8503422,11.2156
0.8245429,-0.014011,0.565626,4.03669,0.0269639,0.9995305,-0.01454755,-0.4439735,-0.5651566,0.02724656,0.8245336,12.01878
0.7970302,-0.01619333,0.6037224,4.631439,0.03126104,0.9994066,-0.01446406,-0.4790227,-0.6031299,0.03040128,0.7970634,12.79006
0.7681511,-0.01510445,0.6400904,5.252124,0.03186802,0.9993845,-0.0146609,-0.5136186,-0.639475,0.0316602,0.7681597,13.53058
0.737423,-0.01831697,0.6751828,5.913461,0.03718619,0.9992171,-0.01350645,-0.5462713,-0.6744067,0.03506743,0.7375268,14.23731
0.7051666,-0.01811309,0.7088103,6.602643,0.03829943,0.9991872,-0.01256911,-0.5777429,-0.7080065,0.03601033,0.7052871,14.91216
0.6706801,-0.01682164,0.741556,7.315983,0.03848398,0.9991854,-0.01214001,-0.6091556,-0.7407478,0.03668008,0.6707811,15.55483
0.6350649,-0.01784306,0.7722528,8.059654,0.04358563,0.9989682,-0.01276143,-0.636292,-0.7712282,0.04176345,0.6351872,16.155
0.5983915,-0.01631634,0.8010377,8.824947,0.04435618,0.9989339,-0.01278768,-0.6652783,-0.7999751,0.04318299,0.5984773,16.72174
0.5606382,-0.01560419,0.8279139,9.617499,0.04722424,0.9987977,-0.01315388,-0.6938755,-0.8267132,0.04647216,0.560701,17.24835
0.5217303,-0.01415459,0.8529931,10.43572,0.05299064,0.9984693,-0.01584291,-0.7209802,-0.8514631,0.05346636,0.5216817,17.73582
0.4824023,-0.01314333,0.8758512,11.27339,0.05466343,0.9983902,-0.01512539,-0.7448949,-0.8742425,0.05517354,0.4823441,18.18861
0.443752,-0.0148349,0.8960269,12.13844,0.05962892,0.9981359,-0.01300543,-0.7707228,-0.8941636,0.05920028,0.4438094,18.60541
0.4063321,-0.01567329,0.9135911,13.02386,0.06333168,0.9979314,-0.01104743,-0.7968987,-0.911528,0.06234817,0.4064841,18.98486
0.3705969,-0.01336462,0.9286977,13.92282,0.06549873,0.9977831,-0.01177846,-0.8194983,-0.9264814,0.06519356,0.3706506,19.33529
0.3367104,-0.01369924,0.9415086,14.84567,0.0669577,0.9977112,-0.009428981,-0.8398217,-0.9392245,0.06621607,0.336857,19.65558
0.3032101,-0.01606372,0.9527884,15.78819,0.06893784,0.9976078,-0.005119036,-0.859011,-0.9504268,0.0672353,0.3035921,19.94858
0.2700383,-0.01584084,0.9627193,16.74609,0.06970552,0.9975627,-0.003137907,-0.8779579,-0.9603231,0.06795419,0.2704843,20.20959
0.2373841,-0.0130104,0.9713288,17.71096,0.0675245,0.9977127,-0.003138591,-0.8926428,-0.9690661,0.06633352,0.2377196,20.4429
0.2058013,-0.01089049,0.9785332,18.69074,0.06752573,0.9977127,-0.003097801,-0.9066816,-0.9762612,0.06671368,0.206066,20.64544
0.174876,-0.01056614,0.9845338,19.69166,0.06930053,0.9975945,-0.001603074,-0.9204752,-0.9821485,0.06850903,0.1751876,20.81649
0.1440159,-0.0109526,0.9895148,20.70872,0.07093837,0.9974804,0.000716251,-0.9323174,-0.9870294,0.0700914,0.14443,20.9589
0.113228,-0.01188899,0.9934979,21.74157,0.06960632,0.9975665,0.004004714,-0.9423525,-0.9911278,0.06870027,0.11378,21.0745
0.08347506,-0.01182121,0.9964398,22.79076,0.07016375,0.9975177,0.005956143,-0.948405,-0.9940367,0.06941674,0.08409726,21.16118
0.05575869,-0.01119487,0.9983815,23.85365,0.07276066,0.997324,0.007119389,-0.951047,-0.9957895,0.07224591,0.05642402,21.21468
0.03022405,-0.01055359,0.9994875,24.93112,0.07695768,0.9970006,0.008200162,-0.9519265,-0.9965761,0.07667038,0.03094558,21.24069
0.007200764,-0.01011089,0.999923,26.02348,0.0812525,0.9966483,0.009492647,-0.9509506,-0.9966675,0.08117787,0.007998165,21.24027
-0.0135878,-0.009968577,0.999858,27.12723,0.08719664,0.9961291,0.01111637,-0.9489508,-0.9960984,0.08733528,-0.01266597,21.21564
-0.03162964,-0.01065186,0.9994429,28.24249,0.09165357,0.9956992,0.01351254,-0.9456288,-0.9952885,0.09202989,-0.03051732,21.16969
-0.04749041,-0.01030237,0.9988186,29.37022,0.09488928,0.9953781,0.01477854,-0.9414386,-0.9943544,0.095479,-0.04629333,21.10741
-0.06213432,-0.01086217,0.9980087,30.50291,0.09737473,0.9951044,0.01689294,-0.9363594,-0.9933063,0.09823044,-0.06077243,21.0296
-0.07560868,-0.01193509,0.9970662,31.64196,0.09751631,0.9950466,0.01930569,-0.9296868,-0.9923577,0.09868987,-0.07407029,20.93984
-0.08805539,-0.01198809,0.9960435,32.78682,0.09729037,0.9950433,0.02057702,-0.9216773,-0.991353,0.09871733,-0.08645259,20.83696
-0.09947788,-0.009193596,0.9949973,33.94232,0.09735338,0.9950699,0.01892746,-0.9117462,-0.9902658,0.0987492,-0.0980924,20.71859
-0.1097967,-0.005360682,0.9939396,35.11473,0.09798071,0.9950566,0.01619026,-0.9007201,-0.9891129,0.09916453,-0.1087287,20.58533
-0.1194554,-0.002512059,0.9928364,36.30912,0.09905114,0.9949776,0.01443504,-0.8891584,-0.9878862,0.1000659,-0.1186066,20.43698
-0.1270885,-0.00127867,0.9918906,37.5268,0.09888957,0.9950006,0.01395315,-0.8781568,-0.9869495,0.0998609,-0.1263266,20.2789
-0.1329871,-0.0007149781,0.9911175,38.76733,0.09839198,0.9950504,0.01391994,-0.8670199,-0.9862218,0.09936917,-0.1322585,20.11085
-0.1381591,0.0008940047,0.9904097,40.02403,0.09941083,0.9949619,0.01296938,-0.8564479,-0.9854083,0.1002493,-0.1375519,19.93253
-0.1426852,0.002815813,0.9897642,41.3055,0.0986917,0.9950528,0.01139661,-0.8460362,-0.9848354,0.09930761,-0.1422571,19.74648
-0.1468253,0.003917606,0.9891547,42.60679,0.09897322,0.995032,0.01075021,-0.837548,-0.9841984,0.0994782,-0.1464836,19.55065
-0.1499193,0.003009372,0.9886937,43.93278,0.09873932,0.9950416,0.01194351,-0.8295496,-0.9837554,0.09941348,-0.1494731,19.34786
-0.15223,0.0005817954,0.988345,45.28137,0.09933371,0.9949454,0.0147142,-0.8187903,-0.9833406,0.1004159,-0.1515183,19.13753
-0.1545076,-0.0003897853,0.9879916,46.6485,0.09937378,0.9949226,0.01593314,-0.8059921,-0.9829813,0.1006422,-0.1536843,18.92231
-0.1565155,0.0003425744,0.9876755,48.03559,0.1016061,0.9946999,0.01575634,-0.790753,-0.9824353,0.1028199,-0.1557207,18.69944
-0.1575241,0.0008739825,0.9875148,49.44201,0.1013351,0.9947349,0.01528416,-0.776593,-0.982302,0.1024775,-0.1567833,18.47318
-0.1580662,0.001736308,0.987427,50.87125,0.103393,0.9945304,0.01480223,-0.7612088,-0.9820004,0.1044328,-0.1573812,18.23994
-0.1581475,0.002246276,0.987413,52.31634,0.1029209,0.9945878,0.01422156,-0.7488661,-0.982037,0.1038745,-0.1575227,18.00571
-0.1576227,0.003491308,0.9874933,53.78414,0.102974,0.9946001,0.01292016,-0.7385593,-0.9821158,0.1037226,-0.157131,17.76822
-0.1564353,0.003535458,0.9876819,55.27561,0.1033158,0.9945662,0.01280369,-0.7282464,-0.9822697,0.104046,-0.1559505,17.52865
-0.1549453,0.002303011,0.9879204,56.7869,0.1024081,0.9946475,0.01374297,-0.7193216,-0.9826009,0.1033004,-0.1543518,17.28947
-0.1538084,0.003054216,0.988096,58.3197,0.1033843,0.9945563,0.01301875,-0.7090229,-0.9826773,0.104156,-0.1532869,17.04698
-0.1525997,0.003933834,0.9882803,59.87004,0.1033114,0.9945767,0.01199334,-0.6982294,-0.9828733,0.1039308,-0.1521785,16.80555
-0.1516316,0.004600354,0.9884264,61.44932,0.1043179,0.9944789,0.01137458,-0.6898538,-0.9829169,0.1048353,-0.1512744,16.56009
-0.1505876,0.004530984,0.9885863,63.04564,0.1038798,0.994526,0.0112654,-0.682234,-0.9831237,0.1043906,-0.1502339,16.31483
-0.1496365,0.002801779,0.9887371,64.66146,0.1056381,0.9943174,0.01316978,-0.6742945,-0.9830816,0.106419,-0.1490821,16.06555
